abetìnö<-vocal.7.b--abitìnö<-vocal.5.a--abitìnu<-degem.6--abbitìnu,afer.1 leniz.5 vocal.10
brö̀ndö<-vocal.5.c--brùndö<-vocal.5.a--brùndu<-elim.1--vrùndu<-dissim.2--vrùnnu,
brö̀nzö<-vocal.5.c--brùnzö<-vocal.5.a--brùnzu<-elim.2--bbrùnzu,
bruscadìna<-leniz.5--bruscatìna<-elim.2--bbruscatìna,vocal.10 vocal.11
bruschè<-palat.1--bruscàri<-elim.1--vruscàri,vocal.11
bruscö̀n<-leniz.14--bruscùni<-elim.1--vruscùni,vocal.11
bruscàda<-leniz.5--bruscàta<-elim.1--vruscàta,vocal.11
bràmö<-vocal.5.a--bràmu<-elim.1--vràmu,
brànca<-elim.1--vrànca,
bràncö<-vocal.5.a--bràncu<-elim.1--vràncu,
brànda<-elim.2--bbrànda,
bràzzö<-vocal.5.a--bràzzu<-elim.1--vràzzu,
brècia<-elim.1--vrècia<-degem.7--vrèccia,ditt.1.b
brìghja<-elim.2--bbrìghja<-degem.9--bbrìgghja,vocal.10
brìghjö<-vocal.5.a--brìghju<-elim.2--bbrìghju<-degem.9--bbrìgghju,vocal.10
brìscöla<-vocal.5.a--brìscula<-elim.2--bbrìscula,leniz.12 vocal.10
brìö<-vocal.5.a--brìu<-elim.2--bbrìu,vocal.10
bròcölë<-vocal.5.a--bròculë<-vocal.2.a--bròculi<-elim.1--vròculi<-degem.7--vròcculi,ditt.2.b leniz.1 leniz.12
bròcölö<-vocal.5.a--bròculu<-elim.1--vròculu<-degem.7--vròcculu,ditt.2.b leniz.1 leniz.12
bròdö<-vocal.5.a--bròdu<-elim.1--vròdu,ditt.2.b
brògna<-elim.2--bbrògna,ditt.2.b
bröcetàda<-vocal.7.b--bröcitàda<-vocal.5.a--brucitàda<-leniz.5--brucitàta<-elim.2--bbrucitàta<-degem.7--bbruccitàta<-degem.2--bbruccittàta,assib.4 leniz.5
bröcèta<-vocal.5.a--brucèta<-elim.2--bbrucèta<-degem.7--bbruccèta<-degem.2--bbruccètta,assib.5 ditt.1.b leniz.5
bröghjö̀sö<-vocal.5.c--bröghjùsö<-vocal.5.a--brughjùsu<-elim.2--bbrughjùsu<-degem.9--bbrugghjùsu,
brögnòla<-vocal.5.a--brugnòla<-elim.2--bbrugnòla,ditt.2.b leniz.12
brögnòlö<-vocal.5.a--brugnòlu<-elim.2--bbrugnòlu,ditt.2.b leniz.12
brönzölìn<-vocal.5.a--brunzulìn<-leniz.16--brunzulìnu<-elim.2--bbrunzulìnu,leniz.12 vocal.10
brönzölìna<-vocal.5.a--brunzulìna<-elim.2--bbrunzulìna,leniz.12 vocal.10
brönzölìnö<-vocal.5.a--brunzulìnu<-elim.2--bbrunzulìnu,leniz.12 leniz.16 vocal.10 
brù<-elim.2--bbrù,vocal.5.c
brùca<-elim.1--vrùca,leniz.1 vocal.5.c
brùstia<-elim.2--bbrùstia,vocal.5.c
budèddö<-vocal.5.a--budèddu<-elim.1--vudèddu<-degem.4--vudèḍḍu,ditt.1.b vocal.11 degem.20
budèö<-vocal.5.a--budèu<-elim.1--vudèu<-degem.20--vudèḍḍu,ditt.1.b vocal.11
bughjedìna<-vocal.7.b--bughjidìna<-leniz.5--bughjitìna<-elim.2--bbughjitìna<-degem.9--bbugghjitìna,vocal.10 vocal.11
bughjö̀n<-leniz.14--bughjùni<-elim.1--vughjùni<-degem.9--vugghjùni,vocal.11
bughjùda<-leniz.5--bughjùta<-elim.1--vughjùta<-degem.9--vugghjùta,vocal.5.c vocal.11
burràcia<-elim.2--bburràcia<-degem.7--bburràccia,vocal.11
burràina<-elim.1--vurràina,vocal.7.b vocal.11
buscelàrö<-vocal.7.b--buscilàrö<-vocal.5.a--buscilàru<-elim.1--vuscilàru,leniz.12 vocal.11
buschè<-palat.1--buscàri<-elim.1--vuscàri,vocal.11
busciö̀n<-leniz.14--busciùni<-elim.2--bbusciùni,vocal.11
buscìghjö<-vocal.5.a--buscìghju<-elim.1--vuscìghju<-degem.9--vuscìgghju,vocal.10 vocal.11
butàna<-elim.2--bbutàna<-degem.2--bbuttàna,vocal.11
buòira<-elim.2--bbuòira<-ditt.2.b--bbòira,
bàbö<-vocal.5.a--bàbu<-elim.2--bbàbu<-degem.6--bbàbbu,
bàcölö<-vocal.5.a--bàculu<-elim.2--bbàculu,leniz.1 leniz.12
bàdda<-elim.2--bbàdda<-degem.4--bbàḍḍa,
bàfö<-vocal.5.a--bàfu<-elim.2--bbàfu<-degem.11--bbàffu,
bàghjö<-vocal.5.a--bàghju<-elim.2--bbàghju<-degem.9--bbàgghju,
bàgiö<-vocal.5.a--bàgiu<-elim.2--bbàgiu<-degem.9--bbàggiu,
bàgnö<-vocal.5.a--bàgnu<-elim.1--vàgnu,
bàlecö<-vocal.7.b--bàlicö<-vocal.5.a--bàlicu<-elim.1--vàlicu,leniz.1 leniz.12
bànca<-elim.2--bbànca,
bàncö<-vocal.5.a--bàncu<-elim.1--vàncu,
bànda<-elim.2--bbànda,
bàra<-elim.1--vàra,
bàrba<-elim.1--vàrba,
bàrböla<-vocal.5.a--bàrbula<-elim.1--vàrbula,leniz.12
bàrca<-elim.1--vàrca,
bàrda<-elim.1--vàrda,
bàrdö<-vocal.5.a--bàrdu<-elim.2--bbàrdu,
bàrra<-elim.1--vàrra,
bàrrö<-vocal.5.a--bàrru<-elim.1--vàrru,
bàrröla<-vocal.5.a--bàrrula<-elim.1--vàrrula,leniz.12
bàrsemö<-vocal.12--bàrsamö<-vocal.5.a--bàrsamu<-elim.2--bbàrsamu,
bàsa<-elim.1--vàsa,
bàsöla<-vocal.5.a--bàsula<-elim.2--bbàsula,leniz.12
bàtö<-inf.3.a--bàtiri<-elim.1--vàtiri<-degem.2--vàttiri,
bàva<-elim.1--vàva,
bàvera<-vocal.7.b--bàvira<-elim.2--bbàvira,
bàverö<-vocal.8.a--bàvurö<-vocal.5.a--bàvuru<-elim.2--bbàvuru,
bàö<-vocal.5.a--bàu<-elim.2--bbàu,
bècö<-vocal.5.a--bècu<-elim.2--bbècu<-degem.7--bbèccu,ditt.1.b leniz.1
bèddela<-vocal.8.a--bèddula<-elim.2--bbèddula<-degem.4--bbèḍḍula,ditt.1.b leniz.12
bèfa<-elim.2--bbèfa<-degem.11--bbèffa,ditt.1.b
bèrtölë<-vocal.5.a--bèrtulë<-vocal.2.a--bèrtuli<-elim.1--vèrtuli,ditt.1.b leniz.12
bèstia<-elim.1--vèstia,ditt.1.b
bìfera<-vocal.7.b--bìfira<-elim.2--bbìfira,vocal.10
bìrba<-elim.2--bbìrba,vocal.10
bìrra<-elim.2--bbìrra,vocal.10
bìviö<-vocal.5.a--bìviu<-elim.2--bbìviu,vocal.10
bòcia<-elim.2--bbòcia<-degem.7--bbòccia,ditt.2.b leniz.1
bòddera<-vocal.7.b--bòddira<-elim.1--vòddira<-degem.4--vòḍḍira,ditt.2.b
bòfa<-elim.2--bbòfa<-degem.11--bbòffa,ditt.2.b
bòia<-elim.2--bbòia,ditt.2.b
bòrgia<-elim.2--bbòrgia,ditt.2.b
bòria<-elim.2--bbòria,ditt.2.b
bòrrö<-vocal.5.a--bòrru<-elim.2--bbòrru,ditt.2.b
bòscö<-vocal.5.a--bòscu<-elim.1--vòscu,ditt.2.b
bòtö<-vocal.5.a--bòtu<-elim.1--vòtu,ditt.2.b leniz.5
bòzza<-elim.1--vòzza,ditt.2.b
bòzzö<-vocal.5.a--bòzzu<-elim.1--vòzzu,ditt.2.b
böbù<-vocal.5.a--bubù<-elim.2--bbubù<-degem.6--bbubbù,vocal.5.c
böcadìna<-vocal.5.a--bucadìna<-leniz.5--bucatìna<-elim.2--bbucatìna,leniz.1 vocal.10
böchè<-vocal.5.a--buchè<-elim.2--bbuchè<-degem.8--bbuccàri<-afer.1--abbuccàri,
böchìnö<-vocal.5.a--buchìnu<-elim.1--vuchìnu<-degem.7--vucchìnu,leniz.1 leniz.16 vocal.10
böciarìa<-vocal.5.a--buciarìa<-elim.1--vuciarìa<-degem.7--vucciarìa,leniz.1 vocal.10
böcièrö<-vocal.9.a--böcièri<-vocal.5.a--bucièri<-elim.1--vucièri<-ditt.1.b--vucèri<-degem.7--vuccèri,
böcö̀n<-vocal.5.a--bucö̀n<-leniz.14--bucùni<-elim.1--vucùni<-degem.7--vuccùni,
böcàbölö<-vocal.5.a--bucàbulu<-elim.1--vucàbulu<-degem.6--vucàbbulu,leniz.1 leniz.12
böcàle<-vocal.7.a--böcàli<-vocal.5.a--bucàli<-elim.1--vucàli,leniz.1 leniz.12
böcönïè<-vocal.5.a--bucunïè<-palat.10--bucunïàri<-elim.1--vucunïàri<-degem.7--vuccunïàri,leniz.1
böddadìna<-vocal.5.a--buddadìna<-leniz.5--buddatìna<-elim.2--bbuddatìna<-degem.4--bbuḍḍatìna<-afer.1--abbuḍḍatìna,
böddè<-vocal.5.a--buddè<-palat.5--buddàri<-elim.2--bbuddàri<-degem.4--bbuḍḍàri<-afer.1--abbuḍḍàri,
böddèssë<-vocal.5.a--buddèssë<-palat.6--buddàrisi<-elim.2--bbuddàrisi<-degem.4--bbuḍḍàrisi,
böë̀tö<-vocal.5.a--buë̀tu<-vocal.10--buìtu<-elim.2--bbuìtu<-degem.2--bbuìttu,
böfetìn<-vocal.7.b--böfitìn<-vocal.5.a--bufitìn<-leniz.16--bufitìnu<-elim.2--bbufitìnu<-degem.2--bbufittìnu<-degem.11--bbuffittìnu,vocal.10
böfö̀n<-vocal.5.a--bufö̀n<-leniz.14--bufùni<-elim.2--bbufùni<-degem.11--bbuffùni,
böfèssë<-vocal.5.a--bufèssë<-palat.6--bufàrisi<-elim.2--bbufàrisi<-afer.1--abbufàrisi,
böfèta<-vocal.5.a--bufèta<-elim.2--bbufèta<-degem.2--bbufètta<-degem.11--bbuffètta,ditt.1.b
böfölö̀n<-vocal.5.a--bufulö̀n<-leniz.14--bufulùni<-elim.2--bbufulùni,leniz.12
bömbö̀n<-vocal.5.a--bumbö̀n<-leniz.14--bumbùni<-elim.2--bbumbùni<-dissim.1--bbummùni,
bönazzè<-vocal.5.a--bunazzè<-palat.5--bunazzàri<-elim.2--bbunazzàri,
böndànzia<-vocal.5.a--bundànzia<-elim.2--bbundànzia<-dissim.2--bbunnànzia,
böndè<-vocal.5.a--bundè<-palat.5--bundàri<-elim.2--bbundàri<-dissim.2--bbunnàri<-afer.1--abbunnàri,
böntà<-vocal.5.a--buntà<-elim.2--bbuntà,
bönàca<-vocal.5.a--bunàca<-elim.2--bbunàca,leniz.1
bönèssë<-vocal.5.a--bunèssë<-palat.6--bunàrisi<-elim.2--bbunàrisi,
bördighjö̀në<-vocal.5.c--bördighjùnë<-vocal.5.a--burdighjùnë<-vocal.2.a--burdighjùni<-elim.2--bburdighjùni<-degem.9--bburdigghjùni,vocal.7.b leniz.14
bördö̀n<-vocal.5.a--burdö̀n<-leniz.14--burdùni<-elim.1--vurdùni,
böriàna<-vocal.5.a--buriàna<-elim.2--bburiàna,
börnìa<-vocal.5.a--burnìa<-elim.1--vurnìa,vocal.10
bösciölàrö<-vocal.5.a--busciulàru<-elim.1--vusciulàru,leniz.12
böscìga<-vocal.5.a--buscìga<-leniz.1--buscìca<-elim.1--vuscìca,vocal.10
bötighjö̀n<-vocal.5.a--butighjö̀n<-leniz.14--butighjùni<-elim.1--vutighjùni<-degem.9--vutigghjùni<-degem.2--vuttigghjùni,vocal.7.b
bötàrö<-vocal.5.a--butàru<-elim.2--bbutàru<-degem.2--bbuttàru,
bötè<-vocal.5.a--butè<-palat.5--butàri<-elim.2--bbutàri<-degem.2--bbuttàri<-afer.1--abbuttàri,
bötìghja<-vocal.5.a--butìghja<-elim.2--bbutìghja<-degem.9--bbutìgghja<-degem.2--bbuttìgghja,vocal.10
bötïè<-vocal.5.a--butïè<-palat.10--butïàri<-elim.1--vutïàri<-degem.2--vuttïàri,
bövàrö<-vocal.5.a--buvàru<-elim.2--bbuvàru,
bözzèddö<-vocal.5.a--buzzèddu<-elim.2--bbuzzèddu<-degem.4--bbuzzèḍḍu,ditt.1.b degem.20
böìna<-vocal.5.a--buìna<-elim.2--bbuìna,vocal.10
bùcölö<-vocal.5.a--bùculu<-elim.2--bbùculu<-degem.7--bbùcculu,leniz.12 vocal.5.c
bùfala<-elim.2--bbùfala,leniz.12 vocal.5.c
bùga<-leniz.1--bùca<-elim.2--bbùca,vocal.5.c
bùghjö<-inf.3.c--bùghjiri<-elim.1--vùghjiri<-degem.9--vùgghjiri,vocal.5.c
bùrgiö<-vocal.5.a--bùrgiu<-elim.2--bbùrgiu,vocal.5.c
bùrrö<-vocal.5.a--bùrru<-elim.1--vùrru,vocal.5.c
bùsca<-elim.1--vùsca,vocal.5.c
bùsciö<-vocal.5.a--bùsciu<-elim.1--vùsciu,vocal.5.c
bùstö<-vocal.5.a--bùstu<-elim.1--vùstu,vocal.5.c
cachì,leniz.1 vocal.10
caciatö̀mbela<-vocal.8.a--caciatö̀mbula<-vocal.5.c--caciatùmbula<-leniz.12--cacilatùmbula<-degem.7--caccilatùmbula,assib.12 leniz.12 leniz.5
caciatö̀re<-vocal.7.a--caciatö̀ri<-vocal.5.c--caciatùri<-degem.7--cacciatùri,assib.12 leniz.5
cacà,leniz.1
cacïè<-palat.10--cacïàri,assib.8 
cacòcela<-vocal.7.b--cacòcila<-degem.7--cacòccila,assib.4 ditt.2.b leniz.1 leniz.12
cacòciöla<-vocal.5.a--cacòciula<-degem.7--cacòcciula,assib.12 ditt.2.b leniz.1 leniz.12
caddòzzö<-vocal.5.a--caddòzzu<-degem.4--caḍḍòzzu,ditt.2.b
cadenazzàda<-vocal.7.b--cadinazzàda<-leniz.5--catinazzàta,
cadenazzòlö<-vocal.7.b--cadinazzòlö<-vocal.5.a--cadinazzòlu<-leniz.5--catinazzòlu,ditt.2.b leniz.12
cadenàzzö<-vocal.7.b--cadinàzzö<-vocal.5.a--cadinàzzu<-leniz.5--catinàzzu,
cadë̀na<-vocal.10--cadìna<-leniz.5--catìna,
cadàscia<-leniz.5--catàscia,
cadàverö<-vocal.7.b--cadàvirö<-vocal.5.a--cadàviru<-leniz.5--catàviru,
cadènza,ditt.1.b
cadùda<-leniz.5--cadùta,vocal.5.c
cafetièra<-vocal.7.b--cafitièra<-ditt.1.b--cafitèra<-degem.2--cafittèra,
cafetièrö<-vocal.9.a--cafetièri<-vocal.7.b--cafitièri<-ditt.1.b--cafitèri<-degem.2--cafittèri,
cafö̀n<-leniz.14--cafùni,
cafè,
cafòlö<-vocal.5.a--cafòlu,ditt.2.b leniz.12
caföddè<-vocal.5.a--cafuddè<-palat.5--cafuddàri<-degem.4--cafuḍḍàri,
cagadìna<-leniz.5--cagatìna<-leniz.1--cacatìna,vocal.10
cagamarrö̀giö<-vocal.5.c--cagamarrùgiö<-vocal.5.a--cagamarrùgiu<-leniz.1--cacamarrùgiu<-degem.9--cacamarrùggiu,
cagarèdda<-leniz.1--cacarèdda<-degem.4--cacarèḍḍa,ditt.1.b
cagarèddö<-vocal.5.a--cagarèddu<-leniz.1--cacarèddu<-degem.4--cacarèḍḍu,ditt.1.b degem.20
cagazzö̀n<-leniz.14--cagazzùni<-leniz.1--cacazzùni,
cagazzìna<-leniz.1--cacazzìna,vocal.10
caghè<-palat.3--cagàri<-leniz.1--cacàri,
caghèssë<-palat.4--cagàrisi<-leniz.1--cacàrisi,
cagnuòla<-ditt.2.b--cagnòla,leniz.12
cagnuòö<-vocal.5.a--cagnuòu<-leniz.12--cagnuòlu<-ditt.2.b--cagnòlu,
cagnölàzzö<-vocal.5.a--cagnulàzzu,leniz.12
cagàda<-leniz.5--cagàta<-leniz.1--cacàta,
cagàzzö<-vocal.5.a--cagàzzu<-leniz.1--cacàzzu,
caiördìa<-vocal.5.a--caiurdìa,vocal.10
calabrë̀sa<-vocal.10--calabrìsa<-degem.6--calabbrìsa,leniz.12
caladìna<-leniz.5--calatìna,leniz.12 vocal.10
calamarìchjö<-vocal.5.a--calamarìchju<-degem.7--calamarìcchju,leniz.12 leniz.19.e vocal.10
calamìta,leniz.12 leniz.5 vocal.10
calandrö̀n<-leniz.14--calandrùni,leniz.12
calandrèdda<-degem.4--calandrèḍḍa,ditt.1.b leniz.12
calandàriö<-vocal.5.a--calandàriu<-dissim.2--calannàriu,leniz.12
calapìnö<-vocal.5.a--calapìnu,leniz.12 leniz.3 leniz.16 vocal.10
calàda<-leniz.5--calàta,leniz.12
calàndra,leniz.12
calè<-palat.5--calàri,leniz.12
calèssë<-palat.6--calàrisi,leniz.12
calïè<-palat.10--calïàri,leniz.12
calöchjè<-vocal.5.a--caluchjè<-palat.5--caluchjàri<-degem.7--ccalucchjàri<-afer.1--accalucchjàri,leniz.1 leniz.12 leniz.19.e
calömìdda<-vocal.5.a--calumìdda<-degem.4--calumìḍḍa,leniz.12 vocal.10
calùnia,leniz.12 vocal.5.c
cambarièrö<-vocal.9.a--cambarièri<-ditt.1.b--cambarèri<-dissim.1--cammarèri,
cambarö̀n<-leniz.14--cambarùni<-dissim.1--cammarùni,
caminadùra<-leniz.5--caminatùra,vocal.5.c vocal.7.b
caminàda<-leniz.5--caminàta,vocal.7.b
caminè<-palat.5--caminàri,vocal.7.b
campanàrö<-vocal.5.a--campanàru,
campanèdda<-degem.4--campanèḍḍa,ditt.1.b
campiö̀n<-leniz.14--campiùni,
campièrö<-vocal.9.a--campièri<-ditt.1.b--campèri,
campàgna,
campàna,
campè<-palat.5--campàri,
campösàntö<-vocal.5.a--campusàntu,
camörrìa<-vocal.5.a--camurrìa,vocal.10
camörrìsta<-vocal.5.a--camurrìsta,vocal.10
canalö̀n<-leniz.14--canalùni,leniz.12
canalàrö<-vocal.5.a--canalàru,leniz.12
canalèta<-degem.2--canalètta,leniz.12 leniz.5
canaròzzö<-vocal.5.a--canaròzzu<-degem.17--cannaròzzu,ditt.2.b
candelièrö<-vocal.9.a--candelièri<-vocal.7.b--candilièri<-ditt.1.b--candilèri<-dissim.2--cannilèri,
candelòra<-vocal.7.b--candilòra<-dissim.2--cannilòra,ditt.2.b leniz.12
candë̀la<-vocal.10--candìla,leniz.12
canevàrö<-vocal.7.b--canivàrö<-vocal.5.a--canivàru<-degem.17--cannivàru,
canevàzzö<-vocal.7.b--canivàzzö<-vocal.5.a--canivàzzu<-degem.17--cannivàzzu,
cangè<-palat.9--cangiàri,
canighjòla<-degem.9--canigghjòla,ditt.2.b leniz.12 vocal.7.b
canighjòtö<-vocal.5.a--canighjòtu<-degem.9--canigghjòtu<-degem.2--canigghjòttu,ditt.2.b leniz.5 vocal.7.b
canizzòla<-degem.17--cannizzòla,ditt.2.b leniz.12 vocal.7.b
canö̀n<-leniz.14--canùni<-degem.17--cannùni,
canö̀sciö<-vocal.5.c--canùsciö<-inf.3.b.1--canùsciri,
cantadö̀ra<-vocal.5.c--cantadùra<-leniz.5--cantatùra,
cantarànö<-vocal.5.a--cantarànu,leniz.13.b
cantàda<-leniz.5--cantàta,
cantàrö<-vocal.5.a--cantàru,
cantè<-palat.5--cantàri,
canzeddàrö<-vocal.7.b--canziddàrö<-vocal.5.a--canziddàru<-degem.4--canziḍḍàru<-assib.9--canciḍḍàru,
canzö̀na<-vocal.5.c--canzùna,
canàlö<-vocal.5.a--canàlu,leniz.12
canàta<-degem.17--cannàta,leniz.5
canàzzö<-vocal.5.a--canàzzu,
canàö<-vocal.5.a--canàu<-leniz.12--canàlu,
canèdda<-degem.4--canèḍḍa<-degem.17--cannèḍḍa,ditt.1.b
canìghja<-degem.9--canìgghja,vocal.10
canìtö<-vocal.5.a--canìtu<-degem.17--cannìtu,leniz.5 vocal.10
canìzza,vocal.10
canìzzö<-vocal.5.a--canìzzu<-degem.17--cannìzzu,vocal.10
canòlö<-vocal.5.a--canòlu<-degem.17--cannòlu,ditt.2.b leniz.12
canònecö<-vocal.7.b--canònicö<-vocal.5.a--canònicu,ditt.2.b leniz.1
canöchjàlë<-vocal.5.a--canuchjàlë<-vocal.2.a--canuchjàli<-degem.7--canucchjàli<-degem.17--cannucchjàli,leniz.12 leniz.19.e vocal.13
canölìchjö<-vocal.5.a--canulìchju<-degem.7--canulìcchju<-degem.17--cannulìcchju,leniz.12 leniz.19.e vocal.10
capeddàrö<-vocal.7.b--capiddàrö<-vocal.5.a--capiddàru<-degem.4--capiḍḍàru,leniz.3
capetànö<-vocal.7.b--capitànö<-vocal.5.a--capitànu,leniz.3 leniz.5 leniz.13.b
capitàlë<-vocal.2.a--capitàli,leniz.12 leniz.3 leniz.5 vocal.7.b vocal.13
capitè<-palat.5--capitàri,leniz.3 leniz.5 vocal.7.b
capizzö̀n<-leniz.14--capizzùni,leniz.3 vocal.7.b
capizzòtö<-vocal.5.a--capizzòtu,ditt.2.b leniz.3 leniz.5 vocal.7.b
capö̀n<-leniz.14--capùni,leniz.3
capàda<-leniz.5--capàta,leniz.3
capàrra,leniz.3
capàrrö<-vocal.5.a--capàrru,leniz.3
capèö<-vocal.5.a--capèu<-degem.5--cappèu<-degem.20--cappèḍḍu,ditt.1.b leniz.3
capìchjö<-vocal.5.a--capìchju<-degem.7--capìcchju,leniz.19.e leniz.3 vocal.10
capìddö<-vocal.5.a--capìddu<-degem.4--capìḍḍu,leniz.3 vocal.10
capìsciö<-inf.4--capìri,leniz.3 vocal.10
capìtölö<-vocal.5.a--capìtulu,leniz.12 leniz.3 leniz.5 vocal.10
capòtö<-vocal.5.a--capòtu<-degem.5--cappòtu<-degem.2--cappòttu,ditt.2.b leniz.3 leniz.5
capöcìn<-vocal.5.a--capucìn<-leniz.16--capucìnu<-degem.7--capuccìnu<-degem.5--cappuccìnu,assib.7 leniz.3 vocal.10
capömàströ<-vocal.5.a--capumàstru<-deretr.3--capumàṣṭṛu,leniz.3
capöràlë<-vocal.5.a--capuràlë<-vocal.2.a--capuràli,leniz.12 leniz.3 vocal.13
capöstö̀rnö<-vocal.5.c--capöstùrnö<-vocal.5.a--capustùrnu,leniz.3
capùciö<-vocal.5.a--capùciu<-degem.7--capùcciu<-degem.5--cappùcciu,assib.6.d leniz.3 vocal.5.c
capùda<-leniz.5--capùta,leniz.3 vocal.5.c
caramelàrö<-vocal.7.b--caramilàrö<-vocal.5.a--caramilàru,leniz.12
caramàö<-vocal.5.a--caramàu<-leniz.12--caramàlu,
caramèla,ditt.1.b leniz.12
carbö̀n<-leniz.14--carbùni,
carbönièra<-vocal.5.a--carbunièra<-ditt.1.b--carbunèra,
carbönàrö<-vocal.5.a--carbunàru,
carbönèddö<-vocal.5.a--carbunèddu<-degem.4--carbunèḍḍu,ditt.1.b degem.20
carcaràzza,
carcölè<-vocal.5.a--carculè<-palat.5--carculàri,leniz.12
cardö̀n<-leniz.14--cardùni,
cardö̀sö<-vocal.5.c--cardùsö<-vocal.5.a--cardùsu,
cardàda<-leniz.5--cardàta,
cardàzza,
cardè<-palat.5--cardàri,
cardèdda<-degem.4--cardèḍḍa,ditt.1.b degem.20
cardìddö<-vocal.5.a--cardìddu<-degem.4--cardìḍḍu,vocal.10 degem.20
carezzïè<-vocal.7.b--carizzïè<-palat.10--carizzïàri<-degem.7--ccarizzïàri<-afer.1--accarizzïàri,
carë̀zza<-vocal.10--carìzza,
carità,leniz.5 vocal.7.b
carmè<-palat.5--carmàri,
carnalàzzö<-vocal.5.a--carnalàzzu,leniz.12
carnàgë<-vocal.2.a--carnàgi<-degem.9--carnàggi,
carnàzzö<-vocal.5.a--carnàzzu,
carnùfö<-vocal.5.a--carnùfu<-degem.11--carnùffu,vocal.5.c
carö̀sa<-vocal.5.c--carùsa,
carö̀sö<-vocal.5.c--carùsö<-vocal.5.a--carùsu,
carpè<-palat.5--carpàri,
carpìta,leniz.5 vocal.10
carrabàre<-vocal.8.a--carrabàru<-degem.6--carrabbàru,
carrabönièrö<-vocal.9.a--carrabönièri<-vocal.5.a--carrabunièri<-ditt.1.b--carrabunèri<-degem.6--carrabbunèri,
carrafìna<-degem.11--carraffìna,vocal.10
carratèö<-vocal.5.a--carratèu<-degem.20--carratèḍḍu,ditt.1.b leniz.5
carreghè<-vocal.7.b--carrighè<-palat.3--carrigàri<-leniz.1--carricàri,
carretièrö<-vocal.9.a--carretièri<-vocal.7.b--carritièri<-ditt.1.b--carritèri<-degem.2--carrittèri,leniz.5
carrevè<-vocal.8.a--carruvè<-palat.5--carruvàri,
carrö̀ba<-vocal.5.c--carrùba<-degem.6--carrùbba,
carràda<-leniz.5--carràta,
carràfa<-degem.11--carràffa,
carrèddö<-vocal.5.a--carrèddu<-degem.4--carrèḍḍu,ditt.1.b degem.20
carrètö<-vocal.5.a--carrètu<-degem.2--carrèttu,ditt.1.b
carròzza,ditt.2.b
carröbàrö<-vocal.5.a--carrubàru<-degem.6--carrubbàru,
carröbìna<-vocal.5.a--carrubìna<-degem.6--carrubbìna,vocal.10
carröchjàre<-vocal.8.a--carröchjàru<-vocal.5.a--carruchjàru<-degem.7--carrucchjàru,leniz.19.e 
carrömàtö<-vocal.5.a--carrumàtu<-degem.2--carrumàttu,leniz.5
carrözzö̀n<-vocal.5.a--carruzzö̀n<-leniz.14--carruzzùni,
carrözzàda<-vocal.5.a--carruzzàda<-leniz.5--carruzzàta,
carrözzïàda<-vocal.5.a--carruzzïàda<-leniz.5--carruzzïàta,
carrözzïè<-vocal.5.a--carruzzïè<-palat.10--carruzzïàri,
carrùme<-vocal.7.a--carrùmi,vocal.5.c
cartapìsta,leniz.3 vocal.10
cartö̀n<-leniz.14--cartùni,
cartàda<-leniz.5--cartàta,
cartèdda<-degem.4--cartèḍḍa,ditt.1.b
cartölàrö<-vocal.5.a--cartulàru,leniz.12
cartölìna<-vocal.5.a--cartulìna,leniz.12 vocal.10
cartölìnö<-vocal.5.a--cartulìnu,leniz.12 leniz.16 vocal.10
cartùciö<-vocal.5.a--cartùciu<-degem.7--cartùcciu,assib.6.d vocal.5.c
carzarièrö<-vocal.9.a--carzarièri<-ditt.1.b--carzarèri,
caràtelö<-vocal.8.a--caràtulö<-vocal.5.a--caràtulu<-degem.2--caràttulu,leniz.12 leniz.5
carìna,vocal.10
carògna,ditt.2.b
carögnàda<-vocal.5.a--carugnàda<-leniz.5--carugnàta,
carösàda<-vocal.5.a--carusàda<-leniz.5--carusàta,
carösànza<-vocal.5.a--carusànza,
carösàrö<-vocal.5.a--carusàru,
carösàzzö<-vocal.5.a--carusàzzu,
casalìn<-leniz.16--casalìnu,leniz.12 vocal.10
cascadùrë<-vocal.2.a--cascadùri<-leniz.5--cascatùri,vocal.5.c
cascavàddö<-vocal.5.a--cascavàddu<-degem.4--cascavàḍḍu,degem.20
cascavàö<-vocal.5.a--cascavàu<-degem.20--cascavàḍḍu,
cascetö̀n<-vocal.7.b--cascitö̀n<-leniz.14--cascitùni<-degem.2--cascittùni,leniz.5
cascetìnö<-vocal.7.b--cascitìnö<-vocal.5.a--cascitìnu<-degem.2--cascittìnu,leniz.5 leniz.16 vocal.10
cascë̀ta<-vocal.10--cascìta<-degem.2--cascìtta,
caschè<-palat.1--cascàri,
casciabàncö<-vocal.5.a--casciabàncu<-degem.6--casciabbàncu,
casciarìzzö<-vocal.5.a--casciarìzzu,vocal.10
casciö̀n<-leniz.14--casciùni,
cascièrö<-vocal.9.a--cascièri<-ditt.1.b--cascèri,
casö̀n<-leniz.14--casùni,
cassàta,leniz.5
castagnàzzö<-vocal.5.a--castagnàzzu,
castagnìtö<-vocal.5.a--castagnìtu,leniz.5 vocal.10
castagnòla,ditt.2.b leniz.12
castighè<-palat.3--castigàri,vocal.7.b
castàgna,
castèö<-vocal.5.a--castèu<-degem.20--castèḍḍu,ditt.1.b
castìgö<-vocal.5.a--castìgu,vocal.10
casàda<-leniz.5--casàta,
casàzza,
